Mass_Earth_Relative,Radius_Earth_Relative,Surface_Temperature_K,Star_Distance_AU,Star_Type,Orbital_Period_Days,Atmosphere_Composition,Eccentricity,Water_Vapor_Detected,Receives_Stellar_Flux,Tidal_Locking_Potential,Target
0.8728449876093196,1.7153297080297119,218.26116388248113,1.0368652458133354,F,354.11376476623155,"H2O,CO2,He",0.3214131349191957,1,2.089495311807977,1,Non-Habitable
0.5529360005057906,1.5911276144176885,320.34257502681737,0.951613560394623,M,226.59073255053102,"He,N2,CO2",0.20087234541709265,1,0.8421908646557936,0,Habitable
1.7812527866531012,0.9158083927083889,284.2587637746959,0.7896935584522198,A,273.20851511710555,"He,O2",0.19348663497802726,0,0.25388769918167164,1,Non-Habitable
0.6671077504321153,1.4150103232871853,236.02406501712545,0.013235569877504183,A,,"O2,H2O",0.2115771550209931,0,1.3723557778648834,0,Non-Habitable
0.3649003379806426,0.8643060195037922,333.0968993853884,0.9616905928852802,F,430.52824960898477,He,0.4828924109688053,0,1.246508920717351,0,Non-Habitable
1.7579427065597022,0.830655133879489,290.60930501114973,1.3562376929701618,F,349.9619835114956,"H2O,Ar,O2",0.023987472115633127,0,0.5058963380366353,1,Non-Habitable
2.029871577975176,0.757759561217923,264.3460916719589,0.7193878256224318,F,544.0582101813552,"CO2,CH4",0.6637004956545345,0,1.197034657203302,0,Non-Habitable
0.3740155178995125,1.031027608491906,260.99820121899506,0.9273792847549289,A,391.64745655146595,N2,0.13981891912085248,0,1.3827375334506247,0,Non-Habitable
0.1349208006154421,0.9917417118339815,260.039498103817,0.8526936055096798,G,238.60774749185435,"CH4,Ar,O2",0.1081001948312339,0,1.1275526926858686,1,Non-Habitable
0.7011042403033712,0.5057843702021348,284.2390368018519,1.5357969254947705,F,565.120812951814,Ar,0.15690286239569073,0,0.5976414744299754,0,Non-Habitable
0.5449129552706585,0.730430291534289,290.71215273675017,0.9433181912331454,M,480.8724464336632,"Ar,CO2",0.2587946523069675,0,1.5595363532285322,1,Non-Habitable
1.5062928523091765,0.6869565013809356,206.12710020853638,1.6928828533652607,K,357.7521986974061,"N2,He,Ar",0.07130352785879684,1,1.6239593149091553,0,Non-Habitable
0.7838465164010322,0.9997502142823789,282.6745317946753,1.0524969879765764,A,408.8628289391943,"N2,Ar",0.2704379803700297,0,1.093203070782729,0,Non-Habitable
0.5999471146179106,1.0369658126280747,278.95206548450585,1.2890537135900202,K,176.04799052198575,"H2O,Ar",0.13240401694110582,0,1.3938261408551669,0,Non-Habitable
0.9491371297572121,0.5526276955410643,241.9537472486123,,A,449.41105384446956,"H2O,O2",0.2743520999787657,1,0.4231268727148635,1,Habitable
3.2244475274094757,1.7270325078054594,354.68540425186814,2.0376714040670265,G,388.69832137482814,CO2,0.3867811517709277,0,2.0720493116888896,0,Non-Habitable
2.100232185682836,0.711196847616145,303.513270425115,0.5410556520767626,F,418.769454956994,N2,0.5232778095239949,0,0.9190816961175712,1,Non-Habitable
0.7695218754604074,1.1249740500858418,268.34735394137715,1.1969001412693938,M,287.56564338973374,"N2,H2O",0.2520202357798924,1,1.1966959916053295,0,Habitable
0.5008441726247403,0.4612869950679309,271.8072526314514,0.7403590606026289,M,326.519906973725,N2,0.44670352699289523,0,0.8488595286743524,0,Non-Habitable
1.393055930523462,1.3973295396003151,336.7194135037332,1.5462161911061094,A,289.44041652406816,O2,0.4287506497324806,0,0.27924139451758934,0,Non-Habitable
0.975984343249423,0.4897975020346206,250.31707400967213,0.6007477802154544,A,408.6542562541716,"CO2,O2,Ar",0.2560081445889839,0,1.9111423485130565,1,Non-Habitable
1.6680456700941053,1.4928342776196675,292.82245053291035,0.8859500537862587,K,530.6557362773817,"Ar,He",0.19334494995672905,1,1.0910248645752203,0,Non-Habitable
0.7984063914807878,1.374330396993757,246.213876211932,0.9281936868507432,G,502.4999091027197,"Ar,CH4",0.19620083173165084,0,1.0973283635725517,0,Non-Habitable
1.3805329648204896,1.0020247205249935,231.26571160986146,1.1989895776862194,,529.3159733069075,"H2O,CO2",0.11633585611835685,0,0.6186077795761018,0,Non-Habitable
1.2460972398991732,0.6641636179258021,293.8720286001516,0.8642095526059772,G,239.83541178860227,,0.450914979581342,0,1.3035778434933145,0,Non-Habitable
1.2950689267039652,0.9907069049688855,291.53151641694615,1.060291444144792,A,302.80487209836133,"CO2,He",0.2014248697233952,0,2.1048497404181057,0,Non-Habitable
1.1367761294069203,1.0650854165488257,273.4534512875455,0.5783905670094129,G,466.57844302160936,Ar,0.2841015777295927,0,0.9244720639564483,0,Non-Habitable
2.1383400402347674,1.340937581314093,271.6849912818683,1.2711252311405379,F,565.1784394766117,"CH4,He",0.25669495407685944,0,1.0999491024549402,1,Non-Habitable
1.7848153922351335,0.9775777980131987,256.62807182597396,0.23230356582820277,A,382.9656604887701,CH4,0.06489908006865003,0,1.098455394854553,1,Non-Habitable
1.4729105106326563,0.7985655335962778,337.6100196634432,1.3165485033219528,M,239.12296764391925,"CO2,CH4",0.13392515132195887,0,1.1496074428487886,0,Non-Habitable
1.6807778303699368,1.3455558739358229,275.76600233385744,1.021267833459083,A,309.0264459001543,"CH4,He,H2O",0.35616949215579413,0,1.0816748798605287,0,Non-Habitable
0.6407765968030552,0.941893109140858,276.2640658533154,0.656209109678719,G,467.72673877470356,"H2O,Ar",0.3453143123989745,0,1.1184712472786895,0,Non-Habitable
0.9348819263322937,0.6346168280793041,345.8954517760517,1.8551945985663545,K,526.4789163282804,O2,0.5919768794281189,0,0.8229636362036404,0,Non-Habitable
1.9496897081794775,1.2330349510895167,272.40992878178145,1.1607818569841484,G,508.7482161390311,"He,N2",0.24890597406560688,1,1.890572464012898,0,Non-Habitable
1.81419325497147,0.8893629064467932,361.6188893648713,1.507154717361491,A,381.08555449157865,CH4,0.15162645957382134,0,1.2575278572436506,0,Non-Habitable
0.856449857558869,0.9298344900146503,262.87566809304957,0.789009652367416,G,537.1788043339078,"CO2,He",0.25676969327920374,1,0.9989176686606419,0,Habitable
1.271594582264547,1.1421396747800368,309.1846618774687,1.4750051070085892,F,398.2325945714481,CO2,0.3223489209764772,1,0.5221264941470822,1,Habitable
0.5766857647055532,0.8399003475113918,243.43190810654363,0.9310239508070117,F,297.7911670868235,N2,,0,1.397128972932208,0,Non-Habitable
0.8720375750579726,1.4649576627062282,291.94414391962584,0.986589148178317,K,206.29996643273722,"N2,H2O",0.22192276694544044,0,1.1437349533335208,0,Non-Habitable
0.6049262021125679,0.7267916996239889,294.8359920270843,0.7683560328967962,F,352.3551120965863,CH4,0.41607180434062985,0,1.201536515650159,0,Non-Habitable
0.9437467753294605,0.7669353383339891,272.6142599616741,0.37524508667642476,K,266.2542723078885,Ar,0.44848205577867034,0,1.040832924225408,0,Non-Habitable
1.7715551073180174,1.1299285581436043,353.7023006496196,,A,105.83088213123938,"CH4,N2",0.16031823465615708,0,1.231304790967344,0,Non-Habitable
1.4104516447294104,0.8548636890026835,293.3599040594898,0.5091499343786824,M,284.7414946072614,"O2,CO2",0.31348924549048485,0,2.3262138190406176,1,Non-Habitable
2.033162395959668,1.4228116499136596,342.4161307379272,0.5340022126369718,M,220.54831611638824,Ar,0.4871206985032996,0,0.8804527053529381,1,Non-Habitable
1.6448014988773694,0.3174013067540462,246.87956692984466,1.2520180540836476,G,523.9161319693627,O2,0.4511384996418537,0,0.9020260837426165,0,Non-Habitable
0.09374865613199956,1.11724384654949,272.555976184818,0.3066488323826546,A,335.3620273836443,"N2,H2O",0.5249718543068739,0,0.9661673330487717,1,Non-Habitable
1.8701332588404664,0.8631377052092102,284.8184256321479,1.1328301075530085,G,512.5375433646026,"O2,H2O",0.09117181998956068,0,1.1530963507803467,0,Non-Habitable
1.7479623401664772,1.1163361828501996,260.1358717295285,0.5517078003961495,K,511.8330923207855,"N2,He,Ar",0.23904905002009438,0,1.0843786570992642,1,Non-Habitable
0.97589180225232,0.7628868815612824,247.08721450246824,1.4209549835711544,A,373.7968369768873,"H2O,CO2,O2",0.10744257914149032,0,1.7965084145156247,0,Non-Habitable
0.1563654068751672,1.7405497066972075,324.93172257465375,0.158801203463232,G,352.9296735273733,"H2O,Ar",0.4278185702844945,0,1.3529720966146712,0,Non-Habitable
0.7012892679965059,1.1189608071556432,253.353623321295,2.107296563538942,M,329.5764429928365,"Ar,N2,He",0.31768333905187995,0,1.4246702762300467,0,Non-Habitable
1.638339662004137,1.6274323241926734,296.333267594863,0.8483571435391838,M,480.90904544292937,"CO2,Ar",0.22950211803941828,1,2.0431784484322204,1,Non-Habitable
0.6932814441298902,1.1909258056863212,289.16464436817887,0.3549607758654958,K,307.6096181400516,"CH4,Ar",0.32865286068794036,0,1.7997973790420172,0,Non-Habitable
1.5659792167899707,1.7113613570927337,263.2012741962727,0.9440614487466403,M,261.24441648485157,"CO2,N2,O2",0.38218457329158984,0,0.23545052722645488,0,Non-Habitable
1.8713420659343418,0.7515273343542348,298.0439657327843,0.6348085503487889,G,312.248942402059,"CO2,CH4,O2",0.16199960647565984,0,1.6791860378988965,1,Non-Habitable
0.5272709478119129,0.6017763185571212,306.04984114787356,1.8188532237755888,G,428.3707946829884,"N2,O2",0.08756101277203324,1,1.0180607613922381,0,Habitable
1.8948594360264717,0.7548565308026277,238.55342757564682,1.2749302007787908,A,312.37101574527645,CH4,0.765860894849309,0,1.6661910123832326,1,Non-Habitable
1.8241380513967618,1.5734669848309877,292.9485518315292,0.9162272413125989,M,407.83193867892703,"H2O,Ar",0.18753270919849613,0,,0,Non-Habitable
1.4071054608290103,0.7185370250012517,288.75310723393864,1.8975887051330227,F,276.78282231906985,Ar,0.23038571355046192,0,0.5349668430707801,0,Non-Habitable
0.9099682262424705,1.1367717282881165,316.3260587014672,1.2416118846183077,K,575.8765802883718,"O2,N2",0.3905643355232694,0,0.45395838438192704,1,Non-Habitable
0.36106726726223026,1.298731568179917,281.10066101301,0.00736422037840756,K,526.3919910084392,"O2,CH4,CO2",0.17306933939559585,0,1.3277040121124215,0,Non-Habitable
